machine_id,area_id,description_id,programmed_stop_id,minutes,hour,day_of_week
44836,1,17,1,120.0,10,5
44836,4,1,3,334.0,17,5
43857,1,17,1,95.0,11,5
43857,4,10,1,25.0,12,5
38598,4,1,2,490.0,6,5
38597,4,1,2,470.0,6,5
38597,4,1,3,380.0,16,5
38596,4,1,2,495.0,6,5
30650,6,13,1,242.0,6,5
30650,6,13,1,198.0,11,5
30650,6,4,1,75.0,16,5
30650,6,13,1,178.0,17,5
30651,6,4,1,75.0,9,5
30652,6,13,1,378.0,7,5
30652,4,1,3,147.0,20,5
30653,4,1,2,53.0,6,5
30653,4,10,1,360.0,10,5
30653,4,1,3,120.0,21,5
30654,6,4,1,35.0,7,5
30654,6,4,1,31.0,13,5
30654,4,1,4,132.0,19,5
30664,2,6,1,22.0,6,6
30665,1,6,1,14.0,7,6
30665,1,17,1,386.0,8,6
30665,1,6,1,13.0,16,6
30665,1,6,1,5.0,20,6
30665,1,6,1,22.0,6,6
30665,1,6,1,14.0,22,6
30664,4,1,5,40.0,10,6
30664,1,6,1,12.0,16,6
30664,1,6,1,6.0,19,6
30664,1,6,1,38.0,21,6
30665,4,1,5,40.0,18,6
30650,6,13,1,45.0,6,6
30650,6,13,1,35.0,19,6
30650,6,13,1,41.0,8,6
30650,6,13,1,22.0,9,6
30650,6,13,1,55.0,10,6
30650,6,4,1,36.0,12,6
30650,6,13,1,327.0,13,6
30650,6,4,1,73.0,18,6
30650,5,19,1,28.0,20,6
30650,5,19,1,10.0,20,6
30650,5,19,1,12.0,21,6
30651,3,15,1,260.0,6,6
30651,6,4,1,75.0,14,6
30651,4,1,3,275.0,18,6
30653,4,1,3,140.0,12,6
30653,4,1,5,40.0,10,6
30652,4,1,3,140.0,12,6
30654,6,13,1,98.0,6,6
30654,6,4,1,33.0,8,6
30654,2,3,1,30.0,9,6
30654,6,4,1,32.0,13,6
30654,2,3,1,22.0,14,6
30654,4,1,3,390.0,16,6
45010,4,1,3,430.0,15,6
44837,2,3,1,30.0,6,6
44837,1,17,1,128.0,7,6
44837,4,1,3,45.0,14,6
44836,2,3,1,17.0,6,6
44836,1,17,1,80.0,12,6
43857,2,3,1,25.0,6,6
43857,1,17,1,65.0,8,6
43857,4,1,3,80.0,13,6
38598,2,3,1,30.0,6,6
38598,4,1,4,260.0,10,6
38597,1,6,1,40.0,6,6
38597,1,17,1,53.0,7,6
38597,4,1,1,60.0,10,6
38597,4,1,3,430.0,15,6
38596,4,1,2,500.0,6,6
30665,1,6,1,20.0,8,7
30665,1,6,1,12.0,9,7
30665,1,6,1,15.0,11,7
30665,1,6,1,10.0,13,7
30650,4,1,2,510.0,6,7
30654,2,3,1,30.0,6,6
30654,4,1,3,340.0,9,6
30665,4,1,5,40.0,10,7
30665,1,6,1,740.0,15,6
30650,5,19,1,40.0,7,2
30650,6,4,1,40.0,10,2
30650,6,13,1,55.0,11,2
30650,6,16,1,64.0,13,2
30650,6,16,1,39.0,15,2
30650,6,4,1,91.0,17,2
30650,6,4,1,88.0,20,2
30650,6,4,1,50.0,12,2
30651,6,1,3,160.0,20,2
45010,4,1,3,180.0,12,2
44837,4,1,2,495.0,6,2
44836,4,1,2,495.0,6,2
43857,3,15,1,140.0,6,2
43857,4,1,3,40.0,14,2
43857,4,1,5,40.0,10,2
38598,2,3,1,20.0,6,2
38598,1,6,1,45.0,10,2
38597,2,7,1,40.0,6,2
38596,4,1,2,495.0,6,2
38596,3,15,1,10.0,20,2
30653,2,3,1,18.0,6,2
30653,6,4,1,48.0,11,2
30654,4,1,4,26.0,16,2
30654,4,1,3,287.0,18,2
30653,4,1,5,40.0,10,2
30653,4,1,4,26.0,16,2
30653,4,1,3,287.0,18,2
30653,6,13,1,20.0,13,2
43857,6,4,1,42.0,6,2
30654,6,4,1,42.0,6,2
30654,6,4,1,30.0,12,2
30654,6,4,1,30.0,15,2
30654,4,1,4,178.0,16,2
30654,4,1,3,9.0,22,2
30654,4,1,5,40.0,10,2
30665,1,6,1,5.0,11,3
30665,1,6,1,12.0,15,3
30665,1,6,1,7.0,18,3
30664,1,6,1,5.0,9,3
30664,1,6,1,4.0,12,3
30664,1,6,1,6.0,16,3
30664,1,6,1,15.0,19,3
30665,1,6,1,15.0,8,3
30665,1,6,1,16.0,16,3
30650,6,4,1,55.0,8,3
30650,6,4,1,70.0,12,3
30650,2,3,1,31.0,13,3
30650,6,13,1,89.0,15,3
30650,5,19,1,47.0,17,3
30650,5,19,1,30.0,19,3
30650,6,4,1,110.0,20,3
30650,4,1,5,25.0,10,3
30650,6,13,1,20.0,17,3
30650,4,1,5,40.0,16,3
30651,6,4,1,114.0,6,3
30651,6,4,1,50.0,12,3
30651,6,4,1,30.0,20,3
30651,4,1,5,40.0,10,3
30651,6,13,1,20.0,21,3
30652,4,1,2,500.0,6,3
30652,6,4,1,100.0,17,3
30652,4,1,3,120.0,21,3
30653,2,3,1,10.0,6,3
30653,6,4,1,73.0,13,3
30653,4,1,3,405.0,16,3
30654,2,3,1,10.0,6,3
30654,4,1,3,62.0,14,3
44837,4,1,2,500.0,6,3
44837,1,17,1,50.0,17,3
44836,4,1,2,500.0,6,3
38598,4,1,2,480.0,6,3
38597,2,3,1,30.0,6,3
38597,1,17,1,123.0,7,3
38597,1,6,1,13.0,6,3
38597,4,1,5,40.0,10,3
38596,4,1,2,495.0,6,3
38596,1,6,1,49.0,16,3
38596,1,6,1,20.0,17,3
38596,1,6,1,78.0,18,3
38596,1,6,1,26.0,22,3
38596,1,1,5,40.0,18,3
30665,1,17,1,169.0,7,4
30665,1,6,1,13.0,13,4
30665,1,6,1,21.0,14,4
30665,1,6,1,21.0,15,4
30665,1,6,1,17.0,17,4
30665,1,6,1,11.0,21,4
30665,1,6,1,9.0,22,4
30664,1,6,1,20.0,7,4
30664,1,6,1,23.0,9,4
30664,1,6,1,50.0,10,4
30664,1,6,1,56.0,14,4
30664,1,6,1,10.0,17,4
30664,1,6,1,48.0,19,4
30664,1,6,1,10.0,22,4
45010,4,1,3,305.0,17,4
44837,4,1,2,495.0,6,4
44837,4,10,1,230.0,15,4
44836,1,17,1,69.0,19,4
43857,4,1,2,90.0,6,4
43857,4,10,1,228.0,9,4
43857,1,17,1,84.0,15,4
43857,4,1,3,258.0,18,4
38598,4,1,2,502.0,6,4
38596,4,1,2,495.0,6,4
38596,1,6,1,28.0,14,4
30650,6,4,1,145.0,8,4
30650,6,13,1,50.0,10,4
30650,5,19,1,28.0,13,4
30650,5,19,1,39.0,15,4
30650,6,4,1,63.0,17,4
30650,5,6,1,40.0,18,4
30650,3,15,1,24.0,22,4
30651,6,14,1,14.0,7,4
30651,6,4,1,68.0,8,4
30651,6,4,1,50.0,17,4
30651,4,1,5,50.0,18,4
30651,4,1,3,120.0,21,4
30652,6,4,1,34.0,6,4
30652,4,1,4,64.0,7,4
30652,4,10,1,300.0,9,4
30652,4,1,3,420.0,16,4
30653,6,4,1,27.0,8,4
30654,6,4,1,111.0,8,4
30654,6,4,1,98.0,13,4
30654,4,10,1,250.0,16,4
30654,4,1,4,20.0,10,4
30665,1,6,1,11.0,8,5
30665,1,6,1,11.0,9,5
30665,1,6,1,35.0,12,5
30665,1,6,1,40.0,14,5
30665,1,6,1,31.0,16,5
30665,1,6,1,21.0,17,5
30665,1,6,1,12.0,19,5
30665,1,6,1,29.0,20,5
30665,1,6,1,6.0,21,5
30665,1,6,1,11.0,22,5
30665,1,6,1,35.0,18,5
30664,1,6,1,29.0,11,5
30664,1,6,1,10.0,13,5
30664,1,6,1,13.0,14,5
30664,1,6,1,23.0,15,5
30664,1,6,1,39.0,19,5
30664,1,6,1,5.0,21,5
30664,1,6,1,8.0,22,5
30650,6,4,1,93.0,7,5
30650,6,4,1,77.0,9,5
30650,5,19,1,26.0,13,5
30650,4,1,3,390.0,16,5
30651,2,4,1,47.0,6,5
30651,6,4,1,53.0,12,5
30651,6,13,1,130.0,13,5
30651,4,1,3,110.0,21,5
30652,4,1,4,155.0,6,5
30652,6,4,1,62.0,9,5
30652,4,1,4,248.0,10,5
30652,6,4,1,61.0,18,5
30652,6,4,1,12.0,22,5
30653,4,1,4,84.0,12,5
30654,4,1,1,117.0,6,5
30654,6,4,1,32.0,12,5
30654,4,1,3,420.0,16,5
45010,4,1,3,460.0,7,5
44837,4,1,2,495.0,6,5
44837,1,17,1,82.0,18,5
43857,4,1,2,330.0,6,5
38598,4,1,2,495.0,6,5
38597,4,1,2,428.0,6,5
38596,2,3,1,25.0,6,5
38596,4,1,4,335.0,7,5
44836,4,1,4,110.0,9,5
44836,1,17,1,68.0,15,5
44836,1,6,1,13.0,17,5
44836,1,6,1,39.0,18,5
44836,1,6,1,32.0,21,5
30665,1,6,1,9.0,7,6
30665,1,6,1,11.0,12,6
30665,1,6,1,33.0,14,6
30665,1,6,1,12.0,16,6
30665,1,6,1,14.0,17,6
30665,1,6,1,13.0,19,6
30665,1,6,1,15.0,21,6
30665,1,6,1,10.0,22,6
30664,1,6,1,94.0,6,6
30664,1,6,1,104.0,8,6
30664,1,6,1,22.0,11,6
30664,1,6,1,12.0,13,6
30664,1,6,1,32.0,15,6
30664,1,6,1,16.0,17,6
30664,1,6,1,16.0,20,6
30664,1,6,1,14.0,22,6
30650,5,19,1,13.0,7,6
30650,5,19,1,19.0,8,6
30650,5,19,1,55.0,9,6
30650,6,4,1,90.0,11,6
30650,5,19,1,50.0,14,6
30650,5,19,1,69.0,16,6
30650,4,1,3,244.0,18,6
30651,6,4,1,40.0,10,6
30652,4,1,2,500.0,6,6
30652,6,4,1,120.0,15,6
30652,4,1,3,112.0,21,6
30653,6,4,1,37.0,11,6
30653,6,14,1,11.0,13,6
30653,4,1,4,50.0,15,6
30653,6,4,1,120.0,16,6
30653,6,4,1,85.0,20,6
30654,6,4,1,25.0,6,6
30654,6,4,1,40.0,10,6
30654,6,4,1,61.0,16,6
30654,4,1,4,162.0,17,6
30654,4,1,3,38.0,22,6
30654,4,1,4,100.0,14,6
45010,4,1,3,40.0,14,6
44837,4,1,2,500.0,6,6
44837,4,1,4,187.0,15,6
44836,4,1,2,495.0,6,6
43857,4,1,2,330.0,6,6
38598,4,1,1,510.0,6,6
38598,4,1,4,83.0,17,6
38598,4,1,4,37.0,9,6
38597,4,1,3,270.0,10,6
38596,4,1,2,499.0,6,6
30665,1,6,1,47.0,6,2
30665,1,6,1,110.0,9,2
30665,1,6,1,27.0,11,2
30665,1,6,1,11.0,14,2
30665,1,6,1,21.0,15,2
30665,1,6,1,36.0,18,2
30665,1,6,1,12.0,20,2
30665,1,6,1,21.0,22,2
30664,1,6,1,19.0,7,2
30664,1,6,1,15.0,10,2
30664,1,6,1,16.0,13,2
30664,1,6,1,19.0,15,2
30664,1,6,1,56.0,16,2
30664,1,6,1,18.0,20,2
30664,1,6,1,20.0,22,2
30650,5,19,1,43.0,7,2
30650,5,19,1,11.0,8,2
30650,5,19,1,70.0,9,2
30650,5,19,1,39.0,12,2
30650,6,13,1,48.0,12,2
30650,4,1,4,142.0,14,2
30650,5,19,1,60.0,17,2
30650,5,19,1,79.0,19,2
30650,4,1,3,112.0,21,2
30650,2,3,1,44.0,6,2
30651,4,1,4,148.0,10,2
30652,4,1,2,500.0,6,2
30652,6,4,1,40.0,14,2
30652,4,10,1,260.0,16,2
30652,6,4,1,40.0,22,2
30653,2,3,1,38.0,6,2
30653,6,4,1,60.0,9,2
30653,4,1,3,415.0,16,2
30654,6,4,1,102.0,6,2
30654,6,4,1,30.0,12,2
30654,4,1,3,400.0,16,2
45010,4,1,3,245.0,11,2
44837,4,1,2,315.0,6,2
44837,4,10,1,125.0,15,2
43857,3,15,1,11.0,8,2
43857,4,1,3,106.0,13,2
38598,1,6,1,29.0,6,2
38598,4,1,3,204.0,11,2
38597,4,1,2,505.0,6,2
38596,4,1,2,495.0,6,2
38596,1,6,1,50.0,14,2
30665,1,6,1,35.0,6,3
30665,1,6,1,27.0,7,3
30665,1,6,1,13.0,12,3
30665,1,6,1,17.0,15,3
30665,1,6,1,26.0,16,3
30665,1,6,1,10.0,22,3
30664,1,6,1,27.0,6,3
30664,1,6,1,37.0,7,3
30664,1,6,1,16.0,10,3
30664,1,6,1,16.0,11,3
30664,1,6,1,11.0,13,3
30664,1,6,1,34.0,14,3
30664,1,6,1,15.0,17,3
30664,1,6,1,6.0,20,3
30664,1,6,1,29.0,22,3
30650,6,13,1,31.0,6,3
30650,5,19,1,30.0,7,3
30650,5,19,1,35.0,8,3
30650,5,6,1,21.0,9,3
30650,5,19,1,25.0,10,3
30650,6,4,1,94.0,12,3
30650,6,13,1,21.0,13,3
30650,6,16,1,15.0,15,3
30650,6,13,1,19.0,16,3
30650,6,4,1,49.0,19,3
30650,6,13,1,140.0,20,3
30650,6,13,1,20.0,11,3
30651,6,4,1,72.0,9,3
30651,6,4,1,46.0,11,3
30651,4,13,1,30.0,13,3
30652,6,4,1,60.0,10,3
30652,6,4,1,48.0,14,3
30652,6,4,1,27.0,19,3
30652,4,1,5,40.0,10,3
30653,4,1,3,450.0,15,3
30653,4,1,5,40.0,10,3
30654,4,1,4,347.0,11,3
30654,4,1,3,247.0,18,3
30654,4,1,5,40.0,10,3
45010,4,1,3,300.0,10,3
44837,1,17,1,185.0,13,3
44837,4,1,4,170.0,18,3
44836,2,3,1,42.0,6,3
38598,4,1,1,495.0,6,3
38597,4,1,2,495.0,6,3
38596,1,1,2,495.0,6,3
38596,1,6,1,215.0,14,3
38596,1,6,1,126.0,18,3
38596,1,6,1,41.0,22,3
30665,1,6,1,15.0,6,4
30665,1,6,1,8.0,7,4
30665,1,6,1,62.0,10,4
30665,3,15,1,64.0,12,4
30664,1,6,1,31.0,6,4
30664,1,6,1,6.0,8,4
30664,1,6,1,60.0,9,4
30664,1,6,1,12.0,11,4
30664,1,16,1,38.0,12,4
30664,1,16,1,149.0,14,4
30664,1,6,1,14.0,20,4
30664,1,6,1,15.0,21,4
30664,1,16,1,18.0,22,4
30650,6,13,1,399.0,6,4
30650,6,13,1,65.0,13,4
30650,6,4,1,45.0,15,4
30650,6,13,1,74.0,16,4
30650,6,4,1,115.0,20,4
30650,4,1,3,55.0,22,4
30650,4,13,1,20.0,17,4
30651,3,15,1,38.0,6,4
30651,6,4,1,50.0,9,4
30651,6,4,1,57.0,12,4
30651,4,1,4,360.0,15,4
30651,4,1,3,72.0,21,4
30652,6,4,1,70.0,6,4
30652,4,1,3,420.0,16,4
30653,4,1,2,290.0,6,4
30654,6,4,1,41.0,6,4
30654,6,4,1,30.0,8,4
30654,4,1,4,245.0,9,4
30654,6,4,1,30.0,15,4
30654,4,1,3,295.0,18,4
45010,4,1,3,342.0,9,4
44837,4,1,2,505.0,6,4
44837,1,17,1,145.0,15,4
44837,4,1,4,55.0,20,4
44836,2,3,1,30.0,6,4
44836,1,17,1,65.0,14,4
43857,4,1,2,500.0,6,4
43857,4,1,4,259.0,15,4
43857,4,1,3,144.0,20,4
38598,4,1,2,456.0,6,4
38597,2,3,1,25.0,6,4
38597,1,17,1,60.0,15,4
30665,5,11,1,8.0,8,5
30665,1,6,1,16.0,12,5
30664,5,11,1,8.0,8,5
30664,1,6,1,10.0,9,5
30664,5,11,1,8.0,8,5
30664,1,6,1,10.0,9,5
30664,1,6,1,17.0,12,5
30664,1,6,1,40.0,14,5
30664,1,6,1,20.0,16,5
30664,1,6,1,12.0,19,5
30664,1,6,1,14.0,21,5
30664,1,6,1,8.0,22,5
30650,6,4,1,42.0,12,5
30650,6,13,1,71.0,13,5
30650,6,4,1,73.0,15,5
30650,6,14,1,11.0,20,5
30650,6,4,1,72.0,21,5
30650,5,19,1,28.0,9,5
30650,5,19,1,21.0,10,5
30651,6,4,1,45.0,10,5
30651,6,1,3,399.0,16,5
30652,2,3,1,15.0,6,5
30652,6,16,1,25.0,6,5
30653,2,3,1,15.0,6,5
30653,4,1,4,180.0,9,5
30653,6,4,1,40.0,12,5
30654,4,1,2,140.0,6,5
30654,6,4,1,35.0,11,5
30654,6,4,1,40.0,14,5
30654,4,1,3,370.0,16,5
45010,4,1,3,300.0,10,5
44837,2,3,1,25.0,6,5
44837,3,10,1,150.0,11,5
44837,3,10,1,44.0,16,5
44837,4,1,1,100.0,19,5
44837,3,15,1,22.0,22,5
44837,4,1,5,40.0,10,5
44837,4,1,5,40.0,18,5
44836,4,1,2,345.0,6,5
43857,4,1,2,687.0,6,5
43857,4,1,3,173.0,20,5
38598,4,1,1,495.0,6,5
38597,4,1,2,495.0,6,5
38597,4,1,3,337.0,17,5
38596,1,6,1,396.0,6,5
38596,1,6,1,10.0,22,5
30665,1,6,1,6.0,6,6
30665,1,11,1,18.0,7,6
30665,1,6,1,3.0,14,6
30665,3,15,1,68.0,15,6
30665,1,6,1,3.0,22,6
30664,1,6,1,10.0,6,6
30664,5,11,1,18.0,7,6
30664,1,6,1,25.0,13,6
30664,1,6,1,5.0,15,6
30664,1,6,1,15.0,22,6
30650,3,15,1,45.0,6,6
30650,6,4,1,70.0,9,6
30650,2,3,1,25.0,10,6
30650,6,4,1,47.0,14,6
30650,4,1,3,450.0,15,6
30650,5,19,1,80.0,12,6
30651,3,15,1,18.0,6,6
30651,1,15,1,18.0,7,6
30651,6,4,1,50.0,10,6
30651,4,1,4,108.0,11,6
30651,4,1,4,285.0,15,6
30651,4,1,3,82.0,21,6
30652,4,1,2,497.0,6,6
30652,4,1,3,358.0,17,6
30653,2,3,1,16.0,6,6
30653,6,4,1,40.0,10,6
30653,4,1,1,105.0,15,6
30653,4,1,3,55.0,22,6
30654,4,1,2,360.0,6,6
30654,6,4,1,15.0,13,6
30654,6,4,1,48.0,15,6
30654,4,1,3,150.0,20,6
44837,4,1,2,941.0,6,6
44836,4,1,2,497.0,6,6
44836,4,1,4,386.0,15,6
43857,4,1,2,510.0,6,6
43857,4,1,3,397.0,16,6
38598,4,1,2,500.0,6,6
38597,4,1,2,630.0,6,6
38596,2,3,1,50.0,6,6
38596,4,1,4,140.0,9,6
38596,4,1,4,95.0,12,6
38596,4,1,3,390.0,16,6
30665,1,6,1,6.0,6,2
30665,1,6,1,22.0,9,2
30665,1,6,1,11.0,14,2
30665,1,6,1,13.0,15,2
30665,1,6,1,8.0,19,2
30665,1,6,1,14.0,21,2
30664,1,6,1,58.0,7,2
30664,1,6,1,12.0,9,2
30664,1,6,1,14.0,11,2
30664,1,6,1,24.0,13,2
30664,1,6,1,31.0,15,2
30664,1,6,1,19.0,17,2
30664,1,6,1,14.0,19,2
30664,1,6,1,9.0,20,2
45010,4,1,3,182.0,12,2
43857,4,1,2,423.0,6,2
43857,4,10,1,465.0,14,2
38598,4,10,1,430.0,7,2
38598,4,1,1,197.0,15,2
38597,4,6,1,25.0,8,2
38597,4,1,1,65.0,13,2
38597,4,1,3,90.0,21,2
38596,2,3,1,50.0,6,2
38596,4,10,1,370.0,7,2
44836,4,10,1,340.0,8,2
44836,4,1,3,300.0,18,2
30650,4,1,2,655.0,6,2
30650,6,4,1,93.0,20,2
30651,6,4,1,60.0,6,2
30651,6,4,1,39.0,8,2
30651,6,4,1,20.0,13,2
30652,6,4,1,73.0,6,2
30652,6,4,1,39.0,8,2
30652,4,1,4,241.0,9,2
30653,4,1,2,135.0,6,2
30653,6,4,1,46.0,12,2
30653,6,4,1,44.0,14,2
30653,4,1,3,295.0,18,2
30654,2,3,1,32.0,6,2
30654,6,4,1,58.0,11,2
30654,6,4,1,40.0,16,2
30654,4,1,4,170.0,17,2
30665,1,17,1,318.0,14,3
30665,1,6,1,18.0,21,3
30664,1,6,1,12.0,7,3
30664,1,6,1,12.0,8,3
30664,1,6,1,12.0,9,3
30664,1,6,1,12.0,10,3
30664,1,6,1,8.0,13,3
30664,1,6,1,13.0,14,3
30664,1,6,1,8.0,16,3
30664,1,6,1,19.0,21,3
30654,1,6,1,28.0,21,3
44837,1,6,1,11.0,6,3
44837,4,10,1,310.0,7,3
44837,1,17,1,67.0,15,3
44836,4,1,2,495.0,6,3
43857,4,1,2,495.0,6,3
43857,4,10,1,290.0,17,3
38598,4,1,2,495.0,6,3
38597,4,1,2,180.0,6,3
38597,4,1,4,192.0,11,3
38596,4,1,2,495.0,6,3
30650,5,19,1,37.0,6,3
30650,6,4,1,50.0,8,3
30650,6,13,1,170.0,9,3
30650,5,19,1,25.0,13,3
30650,5,19,1,34.0,15,3
30650,6,13,1,310.0,17,3
30651,2,3,1,25.0,6,3
30651,6,4,1,60.0,11,3
30651,4,10,1,370.0,15,3
30652,6,4,1,36.0,10,3
30652,4,1,3,49.0,14,3
30653,2,3,1,17.0,6,3
30653,4,1,3,210.0,11,3
30654,4,1,2,345.0,6,3
30654,4,1,4,112.0,17,3
30665,1,6,1,72.0,6,4
30665,1,6,1,8.0,7,4
30665,1,6,1,19.0,9,4
30665,1,6,1,10.0,12,4
30665,1,6,1,11.0,13,4
30665,1,6,1,18.0,15,4
30665,1,6,1,10.0,19,4
30665,1,6,1,8.0,20,4
30665,1,6,1,13.0,22,4
30664,1,6,1,13.0,7,4
30664,1,6,1,10.0,10,4
30664,1,6,1,17.0,11,4
30664,1,6,1,5.0,13,4
30664,1,6,1,8.0,15,4
30664,1,6,1,10.0,20,4
30664,1,6,1,23.0,21,4
45010,4,1,3,245.0,11,4
44837,4,1,2,495.0,6,4
44837,4,10,1,320.0,15,4
44837,4,1,3,115.0,21,4
44836,4,1,4,448.0,6,4
44836,4,1,3,60.0,22,4
43857,4,1,2,448.0,6,4
43857,4,10,1,330.0,15,4
38598,4,1,2,495.0,6,4
38597,4,1,2,495.0,6,4
38596,2,3,1,45.0,6,4
38596,1,6,1,13.0,8,4
38596,4,1,1,80.0,10,4
30650,6,13,1,77.0,6,4
30650,4,1,4,578.0,9,4
30650,6,13,1,110.0,19,4
30650,6,4,1,44.0,21,4
30650,5,19,1,15.0,22,4
30651,6,4,1,43.0,12,4
30651,6,4,1,33.0,14,4
30651,6,4,1,48.0,15,4
30651,4,1,3,142.0,20,4
30652,4,1,2,495.0,6,4
30652,4,1,3,445.0,15,4
30653,4,10,1,115.0,12,4
30653,4,1,3,310.0,17,4
30654,4,1,2,180.0,6,4
30654,6,4,1,40.0,16,4
30654,6,4,1,40.0,19,4
30654,4,1,3,115.0,21,4
30665,1,6,1,19.0,7,5
30665,1,6,1,12.0,9,5
30665,1,6,1,13.0,10,5
30665,1,6,1,16.0,12,5
30665,1,6,1,8.0,13,5
30665,1,6,1,28.0,15,5
30665,1,6,1,8.0,17,5
30665,1,6,1,15.0,19,5
30665,1,6,1,10.0,20,5
30665,1,6,1,11.0,21,5
30664,1,6,1,12.0,6,5
30664,1,6,1,7.0,8,5
30664,1,6,1,10.0,13,5
30664,1,6,1,15.0,15,5
30664,1,6,1,16.0,19,5
30664,1,6,1,20.0,19,5
30664,1,6,1,15.0,21,5
30664,1,6,1,15.0,22,5
30665,1,6,1,20.0,22,5
45010,4,1,3,148.0,12,5
44837,4,1,2,100.0,6,5
44837,4,1,4,165.0,9,5
44837,4,10,1,53.0,13,5
44837,4,1,5,50.0,18,5
44836,4,1,2,235.0,6,5
44836,4,10,1,45.0,13,5
44836,1,17,1,85.0,16,5
44836,4,1,3,114.0,21,5
43857,2,3,1,33.0,6,5
43857,4,10,1,405.0,7,5
43857,4,1,3,385.0,16,5
38598,4,1,2,495.0,6,5
38596,1,6,1,407.0,6,5
38596,1,6,1,22.0,14,5
30650,6,13,1,61.0,6,5
30650,6,13,1,66.0,7,5
30650,4,1,4,185.0,9,5
30650,6,13,1,52.0,13,5
30650,6,13,1,45.0,15,5
30650,6,3,1,16.0,17,5
30650,6,4,1,21.0,18,5
30650,6,4,1,31.0,21,5
30650,6,14,1,15.0,22,5
30651,6,13,1,18.0,6,5
30651,6,4,1,46.0,12,5
30651,4,1,3,300.0,18,5
30652,4,1,2,495.0,6,5
30653,4,10,1,35.0,6,5
30653,4,10,1,132.0,7,5
30653,4,1,3,158.0,12,5
30654,4,1,2,115.0,6,5
30654,4,1,4,295.0,8,5
30654,6,4,1,40.0,17,5
30654,4,1,3,72.0,21,5
30665,1,6,1,60.0,6,6
30665,1,6,1,20.0,8,6
30665,1,6,1,16.0,10,6
30665,1,6,1,12.0,12,6
30665,1,6,1,9.0,13,6
30665,1,6,1,16.0,15,6
30665,1,6,1,18.0,19,6
30665,1,6,1,9.0,19,6
30665,1,6,1,73.0,21,6
30664,1,6,1,17.0,10,6
30664,1,6,1,10.0,13,6
30664,1,6,1,12.0,19,6
30664,1,6,1,88.0,20,6
45010,4,1,3,300.0,10,6
44837,4,1,2,205.0,6,6
44837,4,10,1,95.0,15,6
44836,4,1,2,495.0,6,6
43857,4,1,2,48.0,6,6
43857,4,1,3,322.0,9,6
38598,4,1,2,495.0,6,6
38598,4,1,3,240.0,19,6
38597,4,1,2,495.0,6,6
38596,4,1,2,495.0,6,6
30650,6,4,1,57.0,7,6
30650,5,19,1,13.0,9,6
30650,5,19,1,33.0,11,6
30650,6,4,1,42.0,13,6
30650,6,13,1,330.0,14,6
30650,2,3,1,10.0,20,6
30650,2,3,1,6.0,21,6
30650,6,4,1,40.0,22,6
30651,6,4,1,50.0,8,6
30651,4,1,3,395.0,16,6
30652,4,1,2,85.0,6,6
30652,4,1,4,192.0,8,6
30652,4,10,1,75.0,13,6
30653,6,13,1,93.0,6,6
30653,4,10,1,121.0,9,6
30653,4,1,4,120.0,14,6
30653,4,1,3,128.0,20,6
30654,6,4,1,40.0,10,6
30654,6,4,1,35.0,14,6
30654,4,1,3,437.0,15,6
30665,1,6,1,10.0,8,2
30665,1,6,1,10.0,9,2
30665,4,1,5,50.0,10,2
30665,1,6,1,17.0,12,2
30665,3,15,1,220.0,13,2
30665,1,6,1,20.0,20,2
30664,1,6,1,15.0,7,2
30664,1,6,1,26.0,8,2
30664,4,1,5,50.0,10,2
30664,1,6,1,18.0,12,2
30664,3,15,1,157.0,14,2
30664,1,6,1,16.0,19,2
30664,1,6,1,11.0,21,2
45010,4,1,3,398.0,8,2
44837,4,1,2,201.0,6,2
44837,4,1,4,255.0,10,2
44836,4,1,2,370.0,6,2
44836,1,17,1,65.0,15,2
44836,4,10,1,110.0,16,2
44836,4,1,3,145.0,20,2
43857,4,10,1,30.0,8,2
43857,4,10,1,255.0,10,2
38598,4,1,2,280.0,6,2
38597,4,10,1,255.0,10,2
30650,4,1,2,660.0,6,2
30650,5,19,1,30.0,19,2
30650,6,4,1,55.0,22,2
30651,6,4,1,50.0,13,2
30651,4,1,5,40.0,18,2
30651,4,1,3,47.0,22,2
30652,4,1,2,495.0,6,2
30652,4,1,3,385.0,16,2
30653,4,10,1,270.0,9,2
30653,4,1,3,385.0,16,2
30654,4,1,2,38.0,6,2
30654,4,10,1,126.0,7,2
30665,1,6,1,24.0,6,3
30665,1,6,1,8.0,7,3
30665,1,6,1,8.0,8,3
30665,1,6,1,11.0,11,3
30665,1,6,1,6.0,0,3
30665,1,6,1,36.0,13,3
30665,1,6,1,22.0,14,3
30665,1,6,1,12.0,16,3
30665,1,6,1,16.0,17,3
30665,1,6,1,21.0,20,3
30664,1,6,1,14.0,6,3
30664,1,6,1,8.0,8,3
30664,1,6,1,8.0,9,3
30664,1,6,1,11.0,11,3
30664,1,6,1,24.0,13,3
30664,1,6,1,21.0,14,3
30664,1,6,1,23.0,16,3
30664,1,6,1,32.0,22,3
45010,4,1,3,161.0,12,3
44837,4,1,4,227.0,6,3
44837,4,1,3,85.0,21,3
44836,4,1,2,24.0,6,3
44836,4,1,4,249.0,9,3
44836,4,1,3,223.0,19,3
43857,4,1,2,495.0,6,3
43857,4,10,1,276.0,15,3
38598,4,1,2,495.0,6,3
38597,4,1,2,495.0,6,3
38597,4,10,1,230.0,15,3
30650,6,13,1,46.0,6,3
30650,5,19,1,45.0,7,3
